ID;Age
226093;23
192565;28
226861;25
244269;22
222511;25
230191;28
200752;29
199729;30
215089;33
230449;28
211506;25
183346;31
233267;26
193331;29
146996;36
182836;31
110381;39
230021;24
235658;21
198023;30
190666;29
190156;31
219087;23
188879;30
158144;36
229071;28
196801;31
221923;25
199417;31
225018;27
204539;30
190459;30
212476;26
239613;23
199422;29
176894;36
203910;28
203505;26
189410;30
198640;27
225507;27
226807;25
216036;30
234468;24
199909;32
220901;24
226789;23
234725;22
221671;27
222951;23
236007;21
240359;23
178625;32
188135;31
235512;23
200429;25
194806;30
234426;24
204226;30
216258;26
212214;28
221634;26
230850;27
238274;22
230339;28
183491;30
232132;24
247495;22
243656;24
205257;27
198599;28
230899;22
231410;20
180706;31
247028;22
238068;22
190195;30
225523;27
238581;21
200438;29
164082;35
237297;26
220131;28
230424;28
246791;20
193549;29
200206;29
164878;34
213272;24
229659;23
239641;22
205081;30
213017;24
225305;26
229148;26
243993;33
210695;28
251673;31
167431;33
220673;24
189446;30
215042;33
216072;30
183581;32
226568;21
212232;26
207624;26
212226;32
224258;22
233478;26
235522;24
239106;24
239875;30
200197;30
217605;26
222982;23
190748;33
167532;32
221982;23
50542;37
200469;29
156437;35
135190;34
230209;28
230170;28
172098;34
183916;31
186132;30
207725;27
240493;30
203886;29
205934;25
231949;26
236142;24
187924;29
186130;31
237086;23
200463;34
245278;19
194846;30
162328;36
236823;23
240654;22
188182;32
230276;20
234514;29
195087;31
212240;26
223248;28
189456;28
237841;24
206098;27
236045;26
234789;22
231436;22
190014;29
207676;28
230972;23
175932;31
203581;28
231485;22
230462;24
211263;26
196916;29
228415;25
230975;23
232255;26
233791;22
192575;29
209984;27
223284;31
184626;34
224065;25
107298;37
241508;19
205601;28
173857;36
203042;27
206114;25
210722;31
215331;29
219942;27
229155;23
230435;20
181795;33
212260;27
183332;33
215334;29
49472;37
208700;29
189963;31
209673;27
245535;25
227394;27
172553;31
230408;28
238856;26
208137;25
210441;28
180281;34
210697;26
234505;22
241673;27
230175;28
236298;23
230411;28
202017;27
210489;25
204092;29
225591;24
244788;22
220475;25
244789;25
251701;32
205878;26
187702;29
241463;24
241976;25
192567;28
139064;38
207928;27
208440;31
218936;25
230456;32
212591;27
230242;28
203888;32
209990;27
189508;33
198213;30
200773;28
201285;30
181573;32
184133;32
241990;27
229476;23
245062;28
213063;25
216391;25
230215;20
201041;29
211272;31
177475;32
234819;25
176993;29
206160;26
230988;24
213581;29
232270;22
230482;24
239950;23
247375;27
207952;26
182343;33
219728;30
158800;33
242000;22
232008;22
190535;31
186695;29
207444;27
200798;33
203633;26
228182;31
193884;29
224599;29
230487;24
194135;33
203864;27
230488;24
190549;27
215553;30
228698;24
173146;34
202331;27
206427;29
192091;31
215644;26
201818;27
210016;26
214622;25
230493;28
164959;34
231007;26
179551;30
198240;31
205409;33
221282;24
231207;22
192349;31
232546;28
236898;23
204387;29
233301;22
207715;26
176483;33
225356;28
192587;29
182859;35
216692;40
162409;33
237161;22
241769;34
199274;30
210538;30
219754;25
228981;26
182632;32
192373;31
165247;33
200577;33
203393;26
205953;29
208001;25
182888;30
213095;27
220746;23
237419;27
217714;25
171378;34
230259;24
209780;23
213620;26
213868;25
164459;35
202087;26
239978;21
199781;30
233061;23
241509;21
230246;32
177766;32
231041;27
169345;33
170369;31
229758;26
209529;25
218745;24
245371;19
193148;30
187517;31
210814;29
241790;27
228738;24
245630;21
256612;20
209782;27
231012;28
236109;28
167753;32
202873;29
233848;20
215160;26
199800;31
184183;29
105846;40
214911;30
142966;36
161663;37
172672;35
212035;27
225668;22
211844;25
208260;26
178051;31
217731;24
231554;22
215079;34
163083;34
254247;22
231150;26
208522;27
206218;26
184457;31
168585;35
214408;26
192647;31
